,company,location,dates,job-title,summary,pros,cons,advice-to-mgmt,overall-ratings,work-balance-stars,culture-values-stars,carrer-opportunities-stars,comp-benefit-stars,senior-mangemnet-stars,helpful-count,link
0.82773718260427,amazon,"Seattle, WA"," Aug 2, 2016",Current Employee - Anonymous Employee,CSA,"Most positions for the CSA are work from home. Amazon is great about training, flexible shifts.",Pay ceiling can be reached quickly.,none,5,4,5,4,3,4,0,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P1082.htm
0.296638038936566,amazon,"Monee, IL"," Sep 11, 2017",Current Employee - Full Time,Waited 2 months update,Getting PAID ON TIME and benifits,Getting write ups without being talked to,Had wait 2 months just to tell me after this long terrible wait i was not rehireable right now after reapplying when told 90 days then i can reapply. Please get yourselves toeghter THEY ARE EVERYWHERE AND DONT KNOW HOW TO DO THERE JOB.,1,1,5,1,5,2,1,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P698.htm
0.352797836508694,apple,none," Mar 5, 2017",Current Employee - Business Manager,Business Manager,You work with some of the smartest and most talented employees who have a passion for their team and technology.,"I was hired for role of business manager, the company decided to change this role to a retail manager and I was then threatened with termination if I did not comply with working outside my availability (that I was originally hired for). Upper management is unprofessional, disrespectful, and an HR issue waiting to happen. If you want any form of work life balance, stay far away from Apple.","Take a course in ethics and professionalism, you are doing the brand a disservice. Value your employees, stop treating them like gum under your sneaker.",1,1,3,1,3,1,7,https://www.glassdoor.com/Reviews/Apple-Reviews-E1138_P293.htm
0.402904629992966,microsoft,"Seattle, WA"," Apr 11, 2009",Current Employee - Financial Analyst,Great Job,"There is a significant amount of freedom at Microsoft, you can do whatever you want regardless of what your boss says. Don't worry about getting lunch, it is on the house! On tuesdays there is always free bagels with your starbucks coffee.",The downsides is sometimes managers disregard what is best for the company and would rather look out for themselves. This makes it difficult to show your true creativity which is needed for optimal work efficiency. Working at microsoft as an intern was extremely helpful to your resume and allows you to have more freedom at work. I really appreciated the help that my co-workers provided.,Listen to your employees.,4,2,none,3,4,3.5,0,https://www.glassdoor.com/Reviews/Microsoft-Reviews-E1651_P1169.htm
0.447602009885062,amazon,"Pittsburgh, PA"," Apr 28, 2016",Current Employee - Customer Service Representative,csr,this is a Fun place to work,the work Is not very Hard,none,5,5,5,5,5,5,0,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P1153.htm
0.919210372682692,amazon,"Grand Forks, ND"," Jun 20, 2018",Current Employee - Workforce Management Analyst,Workforce Management Analyst,"Always growing, great benefits and work hours.",Limited Work From Ome Positions,none,5,2,3,2,5,3,0,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P214.htm
0.545950551206323,apple,"Cupertino, CA"," May 28, 2015",Current Employee - Specialist,"Fun, but not for everyone","Fun relaxed environment, great colleagues, work can be very satisfying.","Work can get very repetitive, senior management can be a pain pushing corporate nonsense.",none,3,3,3,2,3,2,3,https://www.glassdoor.com/Reviews/Apple-Reviews-E1138_P656.htm
0.110397929315166,apple,"Cupertino, CA"," Feb 21, 2015",Current Employee - Software QA Engineer,Any job could be what you make of it,"Pros - get to work with some incredibly smart people on products/technology that's used all over the world. Most people do work where the contribution really does matter. Pay could be really good depending on your performance (ie stock options, bonus, etc).","There are huge differences in work/life balance depending on you / your team / your manager / organization, and on the ability to say ""NO"" at each of those levels to the people/team where that request is coming from. Due to secrecy / culture, often several teams work on similar solutions wasting engineering hours. Similar mistakes from similar teams can sometimes be seen year after year.","Do feedback on the managers, to be provided to the manager's manager as well as the level above.",4,3,3,4,5,3,3,https://www.glassdoor.com/Reviews/Apple-Reviews-E1138_P687.htm
0.419825332789529,apple,none," May 25, 2017",Current Employee - Anonymous Employee,Systems Engineer,Great overal company if you are able to to embrace the culture.,Need to embrace diversity more.,none,4,5,5,5,5,5,0,https://www.glassdoor.com/Reviews/Apple-Reviews-E1138_P237.htm
0.249530927642513,microsoft,none," Aug 4, 2011",Current Employee - Anonymous Employee,Work life balance is great! And you get paid for what you are worth,Work life balance is great!,pay scale is less than competitors,none,4,5,none,3,3,4,0,https://www.glassdoor.com/Reviews/Microsoft-Reviews-E1651_P1779.htm
0.585068601759273,amazon,none," Jan 25, 2017",Current Employee - Anonymous Employee,Amazing company :),"Great coworkers and managers, Training is far more in depth than regular companies and there are ALWAYS opportunities to better yourself.","Mandatory Overtime is never fun, but that's really the only con.","None really, I think my management at my fulfillment center does pretty damn good considering all the obstacles and challenges they've faced in the last two years.",5,4,5,5,5,5,2,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P2306.htm
0.517147989388659,amazon,"Seattle, WA"," Sep 18, 2017",Current Employee - Senior Business Development Manager,Build your future at Amazon,"Amazon cares about its employees. There is an environment where you can succeed no mater your age, race, gender etc.. I'm living proof as I started my career here at age 58. You are free to challenge traditional thinking and win! If you like working at a fast pace with an ever-changing landscape where you can make a difference, this is the place for you!","Change is constant. If you don't do well with change, Amazon is not the place for you.",Provide more training choices,5,4,5,5,4,5,0,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P638.htm
0.008003981137577,microsoft,"Quebec, QC (Canada)"," Jan 20, 2016",Current Employee - Anonymous Employee,Nice,"Competitive, good sallary, challenging. On the edge of the emerging technologies.",A lot of Alpha Male and unconcious bias is common. Metric drive behavior so don't be suprise if you ask questions and don't get any answers.,"Make sure that employee benefits (epp, stocks, bonus) reflect the current industry benifits.",5,3,4,4,4,3,0,https://www.glassdoor.com/Reviews/Microsoft-Reviews-E1651_P1506.htm
0.786813870665513,microsoft,"Suzhou, Jiangsu (China)"," Aug 3, 2017",Current Employee - Software Engineer,Good salary and work life balance,Good salary and work life balance,there is none cons in Microsoft!,none,5,5,5,5,5,4,0,https://www.glassdoor.com/Reviews/Microsoft-Reviews-E1651_P1362.htm
0.156001407636316,amazon,"Davenport, FL"," Mar 9, 2016",Current Employee - Packaging Engineer,Package sorter,Working as a team being around people having fingering paid every week,Not enough hour need to be more cooler in the building,None,5,3,5,5,5,5,0,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P1191.htm
0.977011721254104,apple,Singapore (Singapore)," Nov 2, 2015",Current Employee - Applecare Advisor,Good for family-oriented people,Office is mainly empty after six though some people do bring work home. Benefits such as in-house gym with classes.,"Corporation is too big - even the smallest tasks become a job role because of the scale, and therefore what you're able to learn goes down relatively compared to a medium or small sized company.","Hire right, because it is so difficult to get rid of poor performers once they are in, and they pull down a team much more than what you think you see or know.",4,4,4,3,4,3,3,https://www.glassdoor.com/Reviews/Apple-Reviews-E1138_P1174.htm
0.854189004302957,google,"Mountain View, CA"," Apr 17, 2008",Former Employee - Technical Sourcer,Googlicious,"You work with the brightest people in the world who are also very modest and kind. Very fun, enjoyable, flexible atmosphere where you can be yourself. Every day I was there I found another reason to love it. The campus is very well connected and collegial. The food is obviously amazing. They are also always inviting speakers and musicians and finding ways to keep you entertained and learning. I could go on and on, but I was very happy there.",Team Leads were often inexperienced and poor. They were not use to working with so many high achievers and did a poor job managing them. Often had issues of micro management. The salary was average to below average depending on what department you were working for.,Be careful who you promote and what other people think of them,5,4,none,3,4.5,2.5,0,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P492.htm
0.643712100682631,microsoft,Taipei (Taiwan)," Jul 30, 2014",Former Employee - Senior Product Manager,Conservative & no innovation,"Good salary, flexible work time.","non-stop planning, meeting, review.... Bureaucratic corporate culture, Over-reliance on Windows & Office business.","Stop employee ranking system, it's will not help employee to work hard.",3,3,3,3,4,2,0,https://www.glassdoor.com/Reviews/Microsoft-Reviews-E1651_P1624.htm
0.384520495017184,google,"San Francisco, CA"," Sep 29, 2015",Former Employee - Anonymous Employee,Digital Advertising Account Management,"Great place to start a career or work for a while. You learn a ton of best practices, work in the great company which is Google, enjoy all of the amazing Google benefits, and get to work with awesome people. Also, it's a wonderful brand to be associated with, and you constantly learn innovative ideas and mindsets (especially if you go to TGIF).","Large corporation, so it has typical big company problems- hard to have career growth, promotions are difficult to get, decent amount of bureaucracy, you are one among many people, etc.","Find ways to reinstitute startup culture and ownership culture in the organization. Reward people with more recognition to make up for difficult promotion process. Make it easier for people to explore other job opportunities internally- often feels like everyone in the world applies for the more interesting rotations, jobs, etc and very few actually get them.  Keep innovating, but also find better ways to retain people and keep them engaged aside from the benefits.",4,5,5,3,4,4,1,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P277.htm
0.932416664042062,google,"Mountain View, CA"," Nov 4, 2015",Current Employee - Anonymous Employee,Burreaucracy moves into Google,Healthcare plan Benefits and perks (when you get a chance to use it) Cool products,Lack of people development Short term focus (OKRs) Questionable leadership,"Google is a decent place to work but not as great as their image would have you believe. They don't take the time to provide constructive feedback and decision making process is lacking. If you join Google avoid Consumer Operations or gCon. I have moved from there because there was not vision, a lot of backstabbing and fingerpointing. Leadership is severely lacking which is why the attrition rate is over 35%. Other areas of Google are much more collegial in their operations",3,2,3,4,4,3,1,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P266.htm
0.326040332766046,amazon,"Vancouver, BC (Canada)"," Sep 5, 2018",Current Employee - SDE2,SDE-II,Exciting to work at Amazon scale. Great pay and perks.,"You own your team's work like a startup, so you own the losses too",none,5,4,5,5,5,5,1,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P1852.htm
0.078814557173321,apple,none," Feb 22, 2017",Current Employee - Anonymous Employee,best comapany,Its great to work here,There is no cons for this,none,4,none,none,none,none,none,0,https://www.glassdoor.com/Reviews/Apple-Reviews-E1138_P1114.htm
0.993205603774171,amazon,none," Oct 31, 2015",Current Employee - Anonymous Employee,A great place if you dare to be great,"Great pay, excellent people, High standards. There is no better place to work for over achievers who truly care about customers.","If you or your business unit do not exceed expectations, the pressure is real and there is a great chance that the company will move in another direction with or without you.",none,5,3,5,4,5,3,0,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P1292.htm
0.01121209282707,microsoft,"São Paulo, São Paulo (Brazil)"," Jun 11, 2018",Current Employee - Senior Sales Executive,Sales Organization,"Great momentum in Cloud business (Microsoft Azure). Culture and values. Great leader, Satya Nadella.",(Brazil) Lack of resources and bad work/life balance. Several internal processes.,Improve resources and strategy to achieve sales target. Internal processes simplification.,4,1,5,3,3,3,0,https://www.glassdoor.com/Reviews/Microsoft-Reviews-E1651_P1285.htm
0.688820477745318,amazon,"Seattle, WA"," Jun 2, 2016",Former Employee - Anonymous Employee,"Learned so much, but treat employees terribly","Critical Thinking Customer Focus Resources Company was amazing customer focused, and I learned so much about critical thinking and developing business cases and plans","Integrity Care for employees Employees aren't cared for. I was asked to fudge a review about one of my employees in order to help fit the review curve. Had to fit a mold or else you wouldn't make it. Individuality not appreciated. Left on my own terms, was told I was a regretted attrition.",Treat employees like humans and don't pit them against each other,2,1,1,5,5,2,2,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P1137.htm
0.80629912985623,apple,none," Feb 14, 2017",Current Employee - Anonymous Employee,Technical Specialist,Great perks in health care and the discounts in other areas a great to.,Lack of communication . Poor hourly pay for what can be a very stressful job. Long hours.Lack of support from management. Poor training.Very poor atmosphere for staff which in turn creates tension in the workplace.,Focus on communication and listen and act upon what your staff tell you. Treat people as individuals and not like children.And pay people fairly you are one of the biggest companies in the world so pay people their value and look after them or most people will leave sooner then later.Over procrastination is sometimes not helpful sometimes taking actions swiftly is better.,2,2,3,2,5,2,3,https://www.glassdoor.com/Reviews/Apple-Reviews-E1138_P1118.htm
0.221996867799808,apple,none," Aug 4, 2016",Former Employee - Anonymous Employee,Work at home Tech Support,Work at home. Company sends all equipment. Good pay and benefits,Training was very fast paced. It was hard to keep up if ou weren't familiar with Apple projects. I didn't like the trainig at all. No practice site that we could practive on before taking live calls,Get a practice website,3,3,4,2,5,4,2,https://www.glassdoor.com/Reviews/Apple-Reviews-E1138_P395.htm
0.166522304773243,amazon,none," Nov 19, 2015",Current Employee - Shift Manager,"amazon pays a decent wage, but not your temp agency","Love the pay (well over $20 an hour) even with out a degree, and zero warehouse experince.","Getting the work done early, causes the lower paid (contract employees) to get sent home early.","We (I'm a shift manager) need to stop with all this GOOD IDEA FAIRY crap. If it's not broken don't try to fix it. Can't recall how many times a new manager would come in and try to change everything, because they think their idea is the greatest thought since sliced bread. AMZ likes to higher new grads then place them in charge. The issue is the training they receive does not teach them how to manage people. Yes they understand how to process a package, but not how to get better productivity from employees. And on the contract employee, you need to STOP praying your badge will go from white to blue. You are a temp EMPLOYEE, and will get TERMINATED. IF you want a blue badge, submit an application to AMAZON not the warehouse temp agency. You are getting low wages because the temp agency needs to get paid too. Blaming AMZ for your pay is not AMZ problem, it's your temp agency. Fir those that complain about the rate you need to keep. There again blame the temp agency, they stated how much they belive they can get out of you. We did not hire you, your temp agency did. But I do agree, on the walk to and from breaks and lunch. On my shifts, I take care of my crews, and they get the job done. We are constantly informed how are production is in the top 1%.",5,4,5,4,4,4,3,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P1272.htm
0.530583273990108,apple,Cork (Ireland)," Oct 24, 2017",Current Employee - Apple At Home Advisor,Ruined my confidence,Benefits and pay are great. I've also made some great life-long friends working here,"If you are naturally empathetic and you truly care about others, this job will destroy you emotionally and mentally. I started here with loads of confidence and a few years later I am a shell of myself. Targets are achievable to begin with but managers up them all the time, and you are singled out if you have any trouble. Options to progress but only if you're willing to do a lot of work for that role in advance without any extra pay or recognition. Very poor work life balance or attention to mental health for people working at home - when you complain you are told you are negative or ""well what do you suggest and we'll fix it!"". This happens even though every meeting the managers talk about how important mental health is.","listen to your advisors, change the working hours, divide out project work better",2,1,1,1,3,1,11,https://www.glassdoor.com/Reviews/Apple-Reviews-E1138_P1076.htm
0.893037183538465,apple,none," Nov 20, 2017",Current Employee - Specialist,part-time specialist at Apple,"Company shares admirable values such as diversity, inclusivity, truly cares about their employees. Great benefits, particularly if you work in San Francisco. Depending on the store, management is generally very accommodating to student schedules.","As a specialist, the work can get mentally and emotionally draining because it is still retail and apple is the type of company that brings in all types of customers so you'll be dealing with a range of different people on a regular basis.",none,4,3,5,3,5,4,0,https://www.glassdoor.com/Reviews/Apple-Reviews-E1138_P152.htm
0.649472347221468,amazon,Sangrur (India)," Oct 11, 2018",Current Employee - Sales Consultant,Glassdoor,Because this is a biggest company,We have to Work on time..,Open the office in every city,5,5,5,5,5,5,0,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P1813.htm
0.032533069910776,netflix,"Los Gatos, CA"," Jul 3, 2015",Current Employee - Senior Systems Engineer,Nice place to work,Very Good Culture Nice Pay Talented colleagues,Not a place who are worried about Job Security,none,5,4,5,4,5,4,0,https://www.glassdoor.com/Reviews/Netflix-Reviews-E11891_P33.htm
0.908863168917187,apple,none," Jun 19, 2018",Current Employee - Anonymous Employee,Great place to be,"Fearless feedback, you really get to help people, and you get to work with really awesome people.","Oftentimes you will be working nights or weekends. Alas, the nature of retail.",none,5,5,5,5,5,5,0,https://www.glassdoor.com/Reviews/Apple-Reviews-E1138_P69.htm
0.143069570765309,apple,none," Jun 8, 2017",Former Employee - Anonymous Employee,place is dope,i like the work space and the people are dopw,work load could get to you,none,4,none,none,none,none,none,0,https://www.glassdoor.com/Reviews/Apple-Reviews-E1138_P229.htm
0.339315653334663,microsoft,none," Feb 8, 2017",Former Employee - Anonymous Employee,Awesome Benefits,"Great benefits, hard working teams, ability to promote from within",Commute. By far the largest con.,Stop stack ranking,3,3,3,4,5,2,0,https://www.glassdoor.com/Reviews/Microsoft-Reviews-E1651_P251.htm
0.808622885384681,amazon,none," Dec 10, 2014",Former Employee - Senior Human Resource Assistant,Sr. Human Resource Assistant,"I would recommend, but with strong hesitancy:  -Straight out of college I made $50k with no experience in Human Resources. Heck, my degree was in liberal arts. Very few of my peers could say the same.  -If you want to see different places, Amazon has a lot of different locations around the US and transfers are pretty commonplace.  -You will meet enthusiastic, intelligent people who you will learn to love like family.  -You will grow an incredible amount professionally, I do appreciate what Amazon did for me professionally. I went from a Sr. Human Resource Assistant position at Amazon to a Human Resources Manager position at another company after my stay with Amazon.","-Zero work/life balance. Do you have children? Are you married? If you answered yes, look somewhere else. You will virtually never see your children and/or your spouse. I know mothers and father who were constantly torn between family and career, don't do that to yourself, no paycheck is worth it.  -High turnover in HR and in other departments is a definite discouragement.  -They say you can take personal time at ""any time"" but for Human Resources, that is a joke. Unless you are sick/doc appt/car trouble, you will be guilted into coming in every day except for the precious 7-10 days you take off for vacation. I used my personal time for coming in 10 min late every day for several weeks because I knew I was never going to take off a whole day and I was reprimanded.  -You will be expected to do in 40 hrs a week what should really take 50-55 hrs a week. I was hourly but I regularly took my computer home to work on work without pay.  -They do tell you upfront that you will work the holidays, I was told that in my first interview. But, you have to work the holidays. You will learn to semi-dread the holidays.  -I received little to no training coming into my role. I've heard they're finally setting something up, but Amazon is like nowhere you've ever worked before, and a 2-3 week training is quite simply, never going to be enough.","-Running lean will only get you so far until you've exhausted your employees. Human Resources doesn't have the resources (ha!) to do their job adequately, mostly in the realm of sufficient manpower. \  -Personal growth: Really really difficult to change out of your position or get into another track unless you hound upper management that an Amazon coworker of a coworker who's boss occasionally pings someone in upper management. Make it more streamlined and offer more variety, especially to those in fulfillment centers.",3,1,5,2,3,3,30,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P1489.htm
0.386972283750037,amazon,Chennai (India)," Sep 19, 2017",Current Employee - Lead,Excellent company,"Hey Guys, I will recommend you all to join amazon, it have a very cool work environment. Have plenty of opportunity to grow carrier wise... As I have just joined 3 months ago, I felt this is a very good company to have fun!!!",I don't find any cons for now!,No advice :-),5,5,5,5,4,5,0,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P2189.htm
0.605116343774037,apple,none," Apr 28, 2010",Current Employee - Tier II Support,"Apple is alright, but call center work isn't for everyone",Apple is a leader in technology and one of the best companies in the world when it comes to being on the leading edge of technology.,Working in a call center means being chained to a phone and rarely will there be a chance for promotion.,"Providing honest feedback and then allowing for time to make necessary changes. If someone just will never get promoted, they should know.",4,1,none,2,4.5,2.5,1,https://www.glassdoor.com/Reviews/Apple-Reviews-E1138_P1274.htm
0.499993593098187,amazon,none," Apr 24, 2017",Former Employee - Anonymous Employee,Director Ops,Compensation and RSUs are great,the Work/Life balance is missing,none,3,1,3,3,4,2,1,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P830.htm
0.098481927224134,amazon,none," Dec 31, 2015",Current Employee - Anonymous Employee,Review,-Experience -Opportunity to grow career -Many locations. Opportunity for relocation,-Work life balance -Burn out,none,3,3,3,5,5,3,0,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P1261.htm
0.431136348767819,facebook,Singapore (Singapore)," May 24, 2017",Former Employee - Regional Marketing Manager Singapore,Regional Marketing Manager,- Great company to work with - Huge learning opportunity - Brand name for your resume - Awesome management team and colleagues,- Politics is emerging slowly - Difficult to choose between work and parties,Company is doing great and continue with current strategy.,5,5,5,5,5,5,3,https://www.glassdoor.com/Reviews/Facebook-Reviews-E40772_P138.htm
0.323778974845155,amazon,none," Apr 22, 2018",Former Employee - Anonymous Employee,oui bonjour bonsoir aurevoir,bon bail tres bon bail,peut pas peut etre que si je ne sais pas tres bien,none,4,none,none,none,none,none,0,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P2635.htm
0.983591640279653,amazon,"DuPont, WA"," Sep 4, 2015",Current Employee - Tech III,Fantastic company,Love my job and the piople. Fantastic bosses . work hard have fun .retired disabled Vet they treat millatery very well.,None that iv seen so far been with them for 1 1/2 years Retired disabled Vet,Keep up the good work,5,5,3,5,5,5,0,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P1341.htm
0.503646255220403,microsoft,Hyderabad (India)," Apr 14, 2018",Former Employee - Service Communications Specialist,Communication Specialist,Ambience was good. Refreshments were available. Cab facility was good.,No career opputunities. Benefits only to the FTE’s.,none,3,2,3,2,2,2,0,https://www.glassdoor.com/Reviews/Microsoft-Reviews-E1651_P1299.htm
0.378875423542332,microsoft,Hyderabad (India)," Oct 19, 2017",Current Employee - Associate Consultant,Microsoft Global Delivery - SharePoint practice is the worst place to be,- Brand name - Opportunity to interact with the core engineering team - Umpteen number of areas for learning and growing,- Horrible politics - Managers bootlickers thrive and grow - Technical skills dont matter and are not required. Even a 10th grader can deliver a predefined set of mouse clicks for migrating the SharePoint portals. - FTC program of the SharePoint & Exchange practice is a virus thats screwing lives of many passionate coders,Please keep a check on nepotism and favoritism. Loudest are not always the best. Silent/Sober doesnt mean incompetent. Being loud or sober by nature are attributes of an individual. And perspective is not always the truth.,3,5,4,2,3,2,3,https://www.glassdoor.com/Reviews/Microsoft-Reviews-E1651_P1340.htm
0.927550702215174,google,none," Jun 1, 2018",Former Employee - Anonymous Employee,Unethical,Good technology company with plenty of opportunities to learn,Loses all credibility due to intentionally altering search result in favor of political views rather than actual factual results.,none,1,none,none,none,none,none,9,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P48.htm
0.479372935479886,amazon,"San Bernardino, CA"," Aug 2, 2016",Former Employee - Picker,Great Experience,Friendly Coworkers Advancement Opportunities Pickup Great Skills 10% Discount,hard to manage a Work-Life balance,none,4,2,4,5,5,5,1,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P1081.htm
0.65920021813499,amazon,Hyderabad (India)," Mar 1, 2018",Current Employee - Area Manager,Brilliant,"Never bored, Lot of data to work with, Always stick to principles and values, Extremely competitive, Data Driven, pushes your limits.","Extremely Hectic, Always on the toes, No work life Balance, Exhaustive, Ruthless, Not employee friendly, Survival is the key, Never satisfactory.",None,4,1,5,5,5,5,0,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P2031.htm
0.641659040355701,amazon,Pune (India)," Apr 14, 2016",Former Employee - Anonymous Employee,Good Company to work,"Very good company. Cab ,dinner facilities are provided. Good extra pay",Transport facility is not too good,Should look at transport facility,4,3,3,3,3,3,0,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P2409.htm
0.281657176911608,apple,none," Jun 11, 2015",Current Employee - Anonymous Employee,Amazing Company,The best company I've ever worked for.,I have not come across a con.,none,5,none,none,none,none,none,1,https://www.glassdoor.com/Reviews/Apple-Reviews-E1138_P641.htm
0.3743598591155,amazon,none," Feb 14, 2018",Current Employee - Anonymous Employee,Systems Analyst Intern,Amazon is a really great place for motivated and driven individuals to progress their career,The company is extremely frugal and the benefits can vary based on location,Try to allocate more time to one on ones,4,3,3,5,3,3,0,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P382.htm
0.513530629308129,amazon,none," May 8, 2018",Current Employee - Anonymous Employee,Horrible work life balance culture,"Fast paced, learn fast, descent benefits, ability to transfer to other sites",Horrible work life balance,Look into the work life balance of employees,3,1,3,3,3,4,0,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P1984.htm
0.429767184989431,microsoft,none," Jul 17, 2012",Former Employee - Anonymous Employee,Good experience,Solid company with good benefits. Excellent products and partners.,"Company has become so large, and managers are extremely competitive, that it no longer provides an environment to share ideas or build a sense of community.","When looking for Managers, hire only people who want to manage people. Then allow them to manage without all the internal meetings.",3,2,3,3,3,3,0,https://www.glassdoor.com/Reviews/Microsoft-Reviews-E1651_P1728.htm
0.297044942777749,microsoft,Madrid (Spain)," Nov 21, 2016",Current Employee - Sales Excellence,Energetic and always adapting to change. Microsoft is transforming,Best people. Knowledge repository. Open to new ideas. Very employee friendly. Multinational. Customized. Flexible.,Long working hours. Very fast paced. A little too old style as it comes from the windows era.,Prioritize and focus to become the champions once again,4,2,4,4,5,3,2,https://www.glassdoor.com/Reviews/Microsoft-Reviews-E1651_P1427.htm
0.24152689586775,apple,"Santa Clara, CA"," Nov 15, 2017",Current Employee - Product Manager,"Great working environment, highly recommended.",Good Job benefits. Decent Salary. Ability to work with lots of very smart people.,"Sometimes long hours, but overall fine.","Keep up the good work, but maybe back off a bit on the pressure/",5,3,5,5,4,4,0,https://www.glassdoor.com/Reviews/Apple-Reviews-E1138_P153.htm
0.553516067828031,microsoft,Hyderabad (India)," Jul 22, 2015",Former Employee - Anonymous Employee,Software Engineer,Largest software producer of the world. Good opportunity to work in almost any field in software. Good Engineering Systems. Good people to work with.,Bad work culture. People work selfishly and much too late. Not much work life balance owing to stiff competition. Also not much team outings and perks given from the management. Morale of the employee is usually down.,"Give good attention to employee needs too. Take the team to frequent outings, lunches. Also give occasional gifts and perks to the employee. These need not be expensive but the gesture goes long way in motivating any employee",3,3,2,4,3,3,1,https://www.glassdoor.com/Reviews/Microsoft-Reviews-E1651_P1563.htm
0.965270253603399,microsoft,Copenhagen (Denmark)," Nov 22, 2014",Current Employee - Senior Software Development Engineer Lead,Senior Developer Lead,"Great people, talented and engaged colleagues. Much inspiration about new technologies. Focus on developing people and processes. Good influence on work life balance.",More room for innovation needed. Sometimes the view of the world is too narrow focused on Microsoft and forgets the world interoperating with the products.,none,4,4,4,3,4,2,0,https://www.glassdoor.com/Reviews/Microsoft-Reviews-E1651_P1606.htm
0.986582308873503,facebook,"New York, NY"," Nov 13, 2012",Current Employee - Software Engineer,The perfect blend of startup and larger company,"- everyone you'll work with here is incredibly motivated to build the best possible product and extremely talented at doing that - you're able to make an impact on the product and more generally how things work immediately, without waiting for seniority or a promotion - we move fast here, meaning your finished project won't sit around for months before shipping and we adapt rapidly to changes in the market - there is no such thing as an unimportant project here - we have so much to do and not enough people to do it that no one spends time on anything that won't have a big impact, not even interns - progression in the company, salary increases, equity refreshers, etc. happen in a clear and fair manner - they take care of us very well from a perks and compensation perspective - great food, an awesome campus, and more - everything is very flexible - as long as you get your work done and make your (very few) meetings, you pick your work hours - you have the resources of a larger company, like a mature codebase, helpful abstractions, automation of some uninteresting tasks - all things that let you focus more on the interesting parts of your job rather than tedious setup",For the first time in my life I need to watch my weight due to the awesome food and snack selection,none,5,5,5,5,5,5,0,https://www.glassdoor.com/Reviews/Facebook-Reviews-E40772_P108.htm
0.95253254378399,facebook,"London, England (UK)"," May 26, 2017",Current Employee - Creative Strategist,Creative strategist,"It is a genuinely connected and collaborative environment where you have the opportunity to work on projects that make meaningful impact for the business, the industry, clients, yourself and the wider world.  You move at speed and this is invigorating, challenging and rewarding.",You move at speed. Your world is rarely constant and you are in a constant state of change. This is both invigorating and challenging.,none,5,5,5,5,5,5,6,https://www.glassdoor.com/Reviews/Facebook-Reviews-E40772_P138.htm
0.181939602746142,amazon,none," Jan 8, 2016",Former Employee - Warehouse Associate,Warehouse Associate,"I enjoyed working at Amazon, for a few reasons: Great culture. People are friendly. Good work hours. Compensation meets market value.","Although it was overall a positive experience, upward mobility was difficult.",More room for growth from entry level,5,5,5,3,5,5,0,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P1244.htm
0.287501495127261,amazon,"Seattle, WA"," Nov 9, 2008",Current Employee - Technical Project Manager,"Good place to learn, must have thick skin to stay long-term",good career growth with exposure to a high-success way of doing business. Great to focus on the customer rather than on stock share prices.,"Limited performance feedback.....senior management tends to focus on the negatives rather than providing praise for job well done. The pace is intense, so those seeking quality of work-life balance should be forewarned.","Spend time developing others and letting them fail without fear of blame or public humiliation. Failure teaches us more than success, so allow people to fail gracefully now and then.",3,1.5,none,5,3.5,3,5,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P1738.htm
0.530034579047617,microsoft,"Redmond, WA"," May 2, 2016",Current Employee - Software Development Engineer,Snr Sde,Good growth mindset Customer in the fore front,Lacking the ability to swiftly counter react to adverse in customer appeal,NA,5,3,4,4,4,4,0,https://www.glassdoor.com/Reviews/Microsoft-Reviews-E1651_P381.htm
